O_score,C_score,E_score,A_score,N_score,Numerical Aptitude,Spatial Aptitude,Perceptual Aptitude,Abstract Reasoning,Verbal Reasoning,GPA,Career,Cluster
8.98,4.43,7.87,7.65,6.65,6.71,7.76,7.26,7.82,6.04,2.34,Game Designer,Information Technology
8.98,4.43,7.87,7.65,6.65,4.47,6.06,0.22,5.82,6.02,3.53,Game Designer,Information Technology
8.23,5.44,8.88,8.66,7.66,4.65,5.89,0.12,5.75,5.85,3.8,Game Designer,Information Technology
7.97,6.84,3.28,6.1,4.8,4.73,5.95,4.79,7.68,6.26,3.59,Game Designer,Information Technology
7.51,6.88,4.48,5.59,6.17,4.84,4.05,5.29,5.53,6.88,3.91,Game Designer,Information Technology
8.74,5.85,3.05,7.78,5.28,6.9,5.93,5.71,5.88,5.77,3.7,Game Designer,Information Technology
6.95,4.85,4.67,7.81,6.09,5.71,4.19,5.23,7.97,5.28,3.04,Game Designer,Information Technology
8.63,7.7,5.09,7.11,5.08,4.88,5.62,5.62,7.6,6.83,3.02,Game Designer,Information Technology
7.5,7.99,4.95,7.11,6.39,6.67,4.68,4.75,5.28,6.16,2.07,Game Designer,Information Technology
7.4,6.71,3.86,6.77,4.09,4.11,5.65,4.72,5.38,6.04,3.54,Game Designer,Information Technology
6.65,7.11,3.26,5.16,5.59,5.62,5.27,5.45,7.93,6.03,2.65,Game Designer,Information Technology
8.39,5.35,4.32,5.24,4.08,6.89,5.67,5.39,6.23,5.35,2.31,Game Designer,Information Technology
6.75,6.75,5.14,6.98,4.84,6.86,5.48,5.11,6.84,5.84,2.5,Game Designer,Information Technology
7.07,7.79,3.04,5.35,4.14,4.12,5.71,5.41,6.42,5.2,2.98,Game Designer,Information Technology
7.42,4.87,4.3,6.2,5.85,5.91,4.09,4.75,6.88,6.01,3.71,Game Designer,Information Technology
7.98,4.81,3.21,6.93,4.08,5.76,5.88,5.15,6.16,6.29,2.92,Game Designer,Information Technology
7.64,8.71,4.16,7.88,6.72,4.59,4.14,4.2,5.05,5.19,3.37,Game Designer,Information Technology
6.21,5.59,5.53,5.07,6.44,4.85,4.24,5.39,6.89,6.75,3.47,Game Designer,Information Technology
8.41,5.41,3.53,7.25,6.42,6.97,4.83,4.74,7.33,5.68,3.86,Game Designer,Information Technology
8.58,6.14,5.25,7.26,4.31,6.71,5.01,5.65,5.96,6.79,2.78,Game Designer,Information Technology
9.12,7.45,5.45,5.23,4.67,8.29,5.34,5.06,6.9,6.34,3.25,Game Developer,Information Technology
8.78,9.34,5.45,5.23,4.67,9.06,5.34,5.06,6.73,7.29,2.82,Game Developer,Information Technology
8.58,9.14,5.25,5.03,4.47,8.86,5.14,4.86,6.53,7.09,3.6,Game Developer,Information Technology
9.12,7.45,5.45,5.23,4.67,5.72,5.65,1.58,6.8,5.61,3.41,Game Developer,Information Technology
8.78,9.34,5.45,5.23,4.67,6.37,5.48,2.34,7.19,5.44,2.58,Game Developer,Information Technology
8.58,9.14,5.25,5.03,4.47,6.23,5.34,2.32,7.03,5.3,3.87,Game Developer,Information Technology
9.2,8.46,6.46,6.24,5.68,6.14,5.89,1.68,7.14,5.85,3.75,Game Developer,Information Technology
9.79,8.7,6.46,6.24,5.68,6.42,6.19,1.78,7.51,6.14,3.56,Game Developer,Information Technology
9.59,9.45,6.26,6.04,5.48,6.66,6.05,2.14,7.63,6,2.72,Game Developer,Information Technology
9.5,9.55,6.38,6,5.76,6.59,6.11,1.95,7.71,6.01,2.86,Game Developer,Information Technology
8.51,9.32,5.28,5.37,4.59,6.2,5.4,2.24,7.35,5.39,3.01,Game Developer,Information Technology
8.59,9.27,5.48,5.48,4.91,8.98,5.28,4.85,6.45,6.95,3.21,Game Developer,Information Technology
8.8,9.41,5.1,5.56,5.13,6.28,5.73,2.11,7.4,5.3,2.61,Game Developer,Information Technology
9.2,7.75,5.66,5.09,4.67,8.21,5.33,5.13,6.89,6.28,2.81,Game Developer,Information Technology
8.65,8.85,5.26,5.25,4.43,8.78,5.34,4.95,6.4,6.79,3.35,Game Developer,Information Technology
9.63,9.22,6.44,6.13,5.17,6.96,6.43,2.38,7.59,5.79,2.93,Game Developer,Information Technology
9.43,9.23,6.28,6.13,5.57,7.07,5.94,1.86,7.53,6.47,3.08,Game Developer,Information Technology
9.74,8.87,6.16,6.03,5.64,6.54,5.84,2.08,7.88,6.4,3.82,Game Developer,Information Technology
9.02,7.37,5.5,4.89,4.49,5.7,5.56,1.15,6.8,5.5,3.51,Game Developer,Information Technology
8.67,9.13,5.4,5,4.3,6.34,5.38,2.18,7.43,5.02,2.55,Game Developer,Information Technology
8.78,9.34,5.45,5.23,4.67,9.06,5.34,5.06,6.73,7.29,2.81,Game Tester,Information Technology
8.78,9.34,5.45,5.23,4.67,6.37,5.48,2.34,7.19,5.44,2.18,Game Tester,Information Technology
9.79,9.34,6.46,6.24,5.68,6.67,6.19,2.03,7.7,6.14,2.68,Game Tester,Information Technology
8.99,9.24,5.24,5.78,5.54,6.09,6.21,6.44,6.55,7.34,2.64,Game Tester,Information Technology
9.74,9.06,5.99,5.54,5.25,7.91,6.34,5.38,6.95,7.11,2.08,Game Tester,Information Technology
9.45,9.12,5.07,6.66,4.9,6.94,5.48,5.75,6.95,7.92,2.16,Game Tester,Information Technology
9.28,9.15,6.82,5.71,4.58,7.53,5.17,5.45,6.8,7.88,2.9,Game Tester,Information Technology
8.7,9.18,5.52,5.56,4.87,8.72,5.34,5.43,6.14,7.26,2.61,Game Tester,Information Technology
8.88,9.18,5.65,5.23,4.63,7.62,6.46,6.09,6.21,7.78,2.85,Game Tester,Information Technology
8.58,9.08,5.62,5.28,5.38,7.23,6.23,5.91,6.48,7.82,2.1,Game Tester,Information Technology
9.63,9.21,6.04,6.6,5.27,8.27,6.29,5.75,6.28,7.56,2.66,Game Tester,Information Technology
9.06,9.27,5.09,5.72,4.53,8.68,5.55,5.36,7.41,7.89,2.65,Game Tester,Information Technology
9.42,9.02,5.37,6.97,5.07,6.23,5.77,5.42,6.89,7.24,2.16,Game Tester,Information Technology
8.53,9.24,6.94,6.54,4.64,6.87,5.63,6.36,7.02,7.09,2.55,Game Tester,Information Technology
9.76,9.07,6.55,5.4,5.36,6.48,5.33,5.36,6.02,7.9,2.69,Game Tester,Information Technology
9.58,9.03,6.88,5.01,5.41,8.79,5.18,5.22,6.77,7.9,2.65,Game Tester,Information Technology
8.78,9.38,6.79,6.63,5.17,8.42,5.51,5.73,6.34,7.63,2.22,Game Tester,Information Technology
8.74,9.39,6.2,6.41,5.43,7.9,6.41,6.48,6.97,7.34,2.71,Game Tester,Information Technology
8.74,9.32,6.84,6.46,5.09,8.61,5.48,5.36,6.26,7.35,2.24,Game Tester,Information Technology
8.9,9.12,5.18,6.54,5.13,8.41,5.78,6.01,7.04,7.73,2.33,Game Tester,Information Technology
6.78,8.45,7.34,5.45,6.01,7.62,6.4,6.68,6.4,6.95,2.26,IT Project Manager,Information Technology
6.98,8.65,7.54,5.65,6.21,7.82,6.6,6.88,6.6,7.15,2.66,IT Project Manager,Information Technology
6.78,8.45,7.34,5.45,6.01,5.41,4.86,1.58,5.93,4.48,2.63,IT Project Manager,Information Technology
6.98,8.65,7.54,5.65,6.21,5.55,5,1.6,6.09,4.62,2.41,IT Project Manager,Information Technology
7.79,9.46,8.35,6.46,7.02,6.12,5.57,1.68,6.73,5.19,2.75,IT Project Manager,Information Technology
7.99,9.66,8.55,6.66,7.22,6.26,5.71,1.7,6.89,5.33,3.06,IT Project Manager,Information Technology
7.96,8.73,8.05,6.43,6.53,6.94,6.27,6.9,5.56,6.17,2.66,IT Project Manager,Information Technology
7.09,9.64,8.05,6.59,6.15,7.14,5.09,6.76,5.35,5.03,3.33,IT Project Manager,Information Technology
7.84,9.64,7.54,6.07,7.09,6.47,5.75,4.99,6.5,7.72,2.53,IT Project Manager,Information Technology
7.45,9.45,7.44,6.68,6.04,5.87,6.25,4.67,6.61,5.27,2.18,IT Project Manager,Information Technology
7.69,8.5,8.21,5.56,6.38,6.25,6.01,4.75,6.98,5.96,2.21,IT Project Manager,Information Technology
7.25,8.65,8.22,5.57,5.66,7.65,6.71,4.55,5.83,7.85,3.14,IT Project Manager,Information Technology
7.37,9.45,8.3,7.15,5.55,5.05,6.32,4.74,5.74,7.85,2.93,IT Project Manager,Information Technology
7.24,8.54,8.37,6.22,7.43,5.41,5.33,6.21,6.55,6.72,2.15,IT Project Manager,Information Technology
6.79,8.29,7.77,5.75,7.17,5.16,5.14,4.68,5.68,6.9,2.13,IT Project Manager,Information Technology
7.58,8.95,7.75,6.54,6.89,5.14,6.28,5.3,6.86,6.35,3.05,IT Project Manager,Information Technology
6.92,9.59,8.2,7.04,6.32,7.99,5.05,6.61,6.72,5.88,2.11,IT Project Manager,Information Technology
6.54,9.18,7.97,5.93,5.85,7.46,6.17,4.56,5.86,5.99,3.23,IT Project Manager,Information Technology
7.47,8.97,8.05,6.75,5.81,6.66,6.88,6.54,6.5,7.02,3.06,IT Project Manager,Information Technology
6.77,8.17,8.19,5.67,6,5.34,6.15,5.2,6.51,7.26,2.12,IT Project Manager,Information Technology
6.34,8.12,2.89,6.78,4.78,7.23,4.84,3.84,5.56,7.45,2.34,IT Support Specialist,Information Technology
6.34,8.12,2.89,6.78,4.78,5.15,3.75,1.81,5.61,4.53,2.48,IT Support Specialist,Information Technology
7.35,9.13,3.9,7.79,5.79,5.86,4.46,1.92,6.41,5.23,3.89,IT Support Specialist,Information Technology
6.71,9.23,3.57,7.38,5.43,5.38,5.58,5.48,6.61,5.03,3.16,IT Support Specialist,Information Technology
7.97,8.39,2.6,5.86,5.1,5.78,5.13,3.53,5.01,6.66,2.68,IT Support Specialist,Information Technology
7.21,8.26,3.17,5.63,6,5.62,4.26,5.02,5.67,5.45,2.79,IT Support Specialist,Information Technology
6.47,9,2.77,6.98,5.51,6.86,4.54,5.12,5.8,7.4,2.66,IT Support Specialist,Information Technology
6.2,9.39,2.63,6.65,4.96,5.08,4.04,4.48,6.07,5.37,2.6,IT Support Specialist,Information Technology
6.31,8.84,4.48,7.18,6.3,6.42,6.23,5.58,6.84,6.04,2.84,IT Support Specialist,Information Technology
6.49,8.86,3.14,5.78,5.27,6.91,5.25,6.27,5.69,5.21,2.23,IT Support Specialist,Information Technology
6.32,8.42,4.12,7.09,5.59,7.19,4.7,6.24,5.69,7.49,2.27,IT Support Specialist,Information Technology
6.37,9.15,3.01,5.9,6.31,5.86,4.89,4.58,6.48,6.26,3.29,IT Support Specialist,Information Technology
6.57,8.28,3.86,5.83,5.75,7.05,6.34,3.4,5.9,6.49,3.42,IT Support Specialist,Information Technology
6.35,8.49,4.02,5.83,4.73,5.28,3.96,6.45,5.45,5.17,2.56,IT Support Specialist,Information Technology
7.79,8.64,3.69,7.13,6.38,7.12,5.26,5.94,5.9,6.87,2.41,IT Support Specialist,Information Technology
6.16,8.76,3.44,6.83,5.76,5.32,5.02,3.44,5.28,5.52,2.97,IT Support Specialist,Information Technology
7.05,8.36,3.32,6.55,5.17,5.99,5.33,6.22,5.35,7.25,2.61,IT Support Specialist,Information Technology
6.82,8.17,3.2,6.22,4.78,6.99,3.55,6.04,6,5.51,2.04,IT Support Specialist,Information Technology
7.96,8.92,4.36,7.25,6.09,5.37,6.12,4.82,5.84,5.48,2.23,IT Support Specialist,Information Technology
6.22,8.43,4.16,6.28,5.74,5.57,6.3,5.07,6.83,5.09,3.07,IT Support Specialist,Information Technology
8.78,7.89,5.67,6.01,4.67,8.34,5.84,5.17,6.73,6.95,3.54,Software Developer,Information Technology
8.78,7.89,5.67,6.01,4.67,5.79,5.52,1.76,6.76,5.59,2.09,Software Developer,Information Technology
9.79,8.9,6.68,7.02,5.68,6.5,6.23,1.86,7.57,6.3,2.04,Software Developer,Information Technology
8.42,7.81,6.8,5.69,4.67,6.5,5.46,6.24,6.58,7.25,3.18,Software Developer,Information Technology
9.21,7.54,6.23,6.39,5.71,7.81,6.35,5.24,7.08,7.47,2.13,Software Developer,Information Technology
8.04,7.77,6.84,6.63,4.99,5.82,7.18,6.81,6.14,7.04,2.63,Software Developer,Information Technology
8.19,8.37,6.7,7.07,5.28,5.73,6.83,6.93,6.75,6.34,3.32,Software Developer,Information Technology
9.44,8.13,6.14,5.52,5.08,7.68,7.02,6.86,7.27,6.34,3.42,Software Developer,Information Technology
8.32,8.84,5.53,5.03,5.21,6.99,6.65,5.69,6.73,6.98,2.7,Software Developer,Information Technology
9.17,8.73,5.9,5.34,5.94,7.57,6.73,6.66,5.97,5.98,2.92,Software Developer,Information Technology
8.43,8.01,6.31,7.25,5.09,6.8,7.12,6.61,5.55,5.72,2.25,Software Developer,Information Technology
8.18,7.89,6.45,7.18,5.63,6.24,5.62,5.3,7.24,6.21,3.49,Software Developer,Information Technology
8.44,8.07,5.89,6.49,5.45,7.96,6.22,6.57,5.54,6.07,2.35,Software Developer,Information Technology
9.3,8.39,5.71,6.5,5.83,7.9,5.55,4.59,7.25,6.09,3.41,Software Developer,Information Technology
9.54,7.9,6.75,6.66,6.37,7.58,7.47,5.99,6.56,5.97,2.97,Software Developer,Information Technology
9.49,8.44,6.98,5.44,5.97,6.32,7.36,5.08,7.38,5.58,2.91,Software Developer,Information Technology
8.71,8.11,6.29,7.29,4.93,7.27,5.1,4.8,7.1,5.54,2.77,Software Developer,Information Technology
9.2,8.33,5.76,6.05,4.56,6.58,6.76,4.69,7.5,7.48,2.35,Software Developer,Information Technology
8.37,8.15,5.91,5.96,5.02,5.77,7.31,6.24,6.2,6.36,2.26,Software Developer,Information Technology
8.53,7.94,5.53,6.3,5.69,8.25,5.45,5.35,7.03,6.27,2.33,Software Developer,Information Technology
6.78,8.45,5.12,6.01,4.56,7.62,5.57,4.84,5.67,7.23,3.48,Software Quality Assurance Tester,Information Technology
6.78,8.45,5.12,6.01,4.56,5.41,4.41,2.01,5.93,4.59,2.32,Software Quality Assurance Tester,Information Technology
7.79,9.46,6.13,7.02,5.57,6.12,5.12,2.11,6.73,5.3,3.39,Software Quality Assurance Tester,Information Technology
6.12,9.33,7.06,7.06,6.43,6.9,6.4,6.17,6.04,6.74,2.05,Software Quality Assurance Tester,Information Technology
7.94,9.43,5.87,5.32,5.18,5.06,4.8,5.94,7.1,6.9,3.4,Software Quality Assurance Tester,Information Technology
7.77,9.29,6.7,5.84,5.77,5.06,5.36,5.93,6.12,6.62,2.08,Software Quality Assurance Tester,Information Technology
7.86,9.21,6.41,6.86,6.36,5.81,6.39,6.11,6.41,5.52,2.81,Software Quality Assurance Tester,Information Technology
7.99,8.98,5.67,5.4,4.71,6.22,5.34,5.9,5.52,6.15,3.06,Software Quality Assurance Tester,Information Technology
6.35,8.83,7.2,7.04,6.37,6.93,5.78,5.57,5.64,6.54,3.31,Software Quality Assurance Tester,Information Technology
6.79,8.13,6.99,7.08,5.88,6.71,5.3,4.33,6.28,5.68,3.07,Software Quality Assurance Tester,Information Technology
7.52,8.61,6.65,6.27,4.64,6.11,5.05,4.08,6.46,6.2,3.2,Software Quality Assurance Tester,Information Technology
7.39,8.56,7.13,5.02,5.1,5.68,6.47,6.3,6.7,5.57,2.51,Software Quality Assurance Tester,Information Technology
6.31,8.39,7.17,5.72,5.92,7.49,5.32,5.54,6.08,5.66,3.22,Software Quality Assurance Tester,Information Technology
7.63,9.09,6.77,6.54,4.63,6.07,6.29,5.99,6.89,6.29,2.12,Software Quality Assurance Tester,Information Technology
6.45,8.74,7.09,7.45,5.66,6.13,4.96,5.2,7.22,5.77,3.34,Software Quality Assurance Tester,Information Technology
6.45,8.12,6.74,6.58,5.19,5.41,4.93,4.29,7.06,6.64,2.82,Software Quality Assurance Tester,Information Technology
7.07,8.33,6.7,5.65,5.74,6.99,4.56,4.31,5.58,6.88,3.23,Software Quality Assurance Tester,Information Technology
7.19,9.02,6.55,6.59,4.59,6.73,5.8,5.71,6.46,7.1,2.68,Software Quality Assurance Tester,Information Technology
7.16,8.11,6.88,6.35,6.24,5.55,5.24,5.08,5.71,5.9,2.97,Software Quality Assurance Tester,Information Technology
6.18,9.28,5.4,6.95,6.45,5.21,6.23,4.5,5.98,5.83,2.79,Software Quality Assurance Tester,Information Technology
6.98,8.65,7.54,5.65,6.21,7.82,6.6,6.88,6.6,7.15,2.23,Technical Project Manager,Information Technology
6.98,8.65,7.54,5.65,6.21,5.55,5,1.6,6.09,4.62,2.57,Technical Project Manager,Information Technology
7.99,9.66,8.55,6.66,7.22,6.26,5.71,1.7,6.89,5.33,3.88,Technical Project Manager,Information Technology
6.99,8.39,8.37,5.83,5.42,6.45,6.94,5.98,7.23,6.78,2.09,Technical Project Manager,Information Technology
6.82,8.69,7.32,6.28,5.42,7.02,5.19,6.63,6.18,6.72,3.4,Technical Project Manager,Information Technology
8.24,9.3,7.93,7.44,5.09,5.62,6.35,5.27,6.82,6.04,2.53,Technical Project Manager,Information Technology
6.94,9.09,7.95,6.02,6.84,5.95,5.89,6.64,6.01,6.51,2.15,Technical Project Manager,Information Technology
8.45,9.11,8.1,6.81,6.66,8.46,6.74,7.5,6.49,6.57,2.73,Technical Project Manager,Information Technology
7.17,8.64,7.2,6.15,6.19,8.4,5.35,5.12,6.55,6.6,2.39,Technical Project Manager,Information Technology
6.86,8.52,8.07,7.05,7.11,5.51,6.39,7.44,6.59,6.87,2.43,Technical Project Manager,Information Technology
8.08,8.56,8.36,5.76,7.01,8.36,6.68,6.02,7.04,6.8,2.46,Technical Project Manager,Information Technology
7.82,9.48,7.27,7.44,6.46,7.42,6.89,7.18,6.58,6.91,3.2,Technical Project Manager,Information Technology
7.5,8.06,7.36,6.41,7.17,8.1,6.37,6.96,6.67,7.15,2.81,Technical Project Manager,Information Technology
7.61,9.3,8.46,5.97,5.51,6.86,5.99,6.42,6.36,7.22,2.47,Technical Project Manager,Information Technology
7.94,8.87,7.27,5.65,5.28,7.05,6.24,6.85,6.56,7.08,2.92,Technical Project Manager,Information Technology
6.96,8.66,8.28,5.84,5.67,6.97,6.74,7.2,6.34,7.43,3.07,Technical Project Manager,Information Technology
8.49,9.09,7.74,6.54,5.14,7.5,6.14,6.01,6.11,6.03,2.41,Technical Project Manager,Information Technology
8.45,8.73,7.37,6.17,6.33,5.92,5.06,5.82,6.91,6.29,2.62,Technical Project Manager,Information Technology
7.8,9.31,8.31,7.16,7.34,5.59,6.86,6.67,7,6.01,2.18,Technical Project Manager,Information Technology
6.9,9.35,7.67,6.36,5.1,6.42,6.38,7.02,6.93,6.97,2.27,Technical Project Manager,Information Technology
9.23,8.23,5.67,4.23,6.45,8.73,4.95,6.06,7.84,6.23,2.21,UI/UX Designer,Information Technology
9.23,8.23,5.67,4.23,6.45,6.06,5.75,1.36,7.08,5.46,3.16,UI/UX Designer,Information Technology
8.34,9.24,6.68,5.24,7.46,6.2,5.51,1.46,6.94,5.22,2.54,UI/UX Designer,Information Technology
9.06,8.53,5.46,5.08,5.9,7.12,6,5.54,7.43,5.78,3.24,UI/UX Designer,Information Technology
8.16,8.36,5.78,5.47,4.68,8.03,5.79,7.43,6.36,5.74,3.1,UI/UX Designer,Information Technology
8.85,9.17,6.19,5.18,6.19,7.06,6.8,6.42,6.12,6.11,3.15,UI/UX Designer,Information Technology
8.38,8.41,5.99,5.56,7.37,7.37,5.74,6.97,6.51,5.7,2.02,UI/UX Designer,Information Technology
9.44,9.23,6.98,4.71,5.03,5.77,6.98,4.9,6.38,6.88,2.62,UI/UX Designer,Information Technology
8.73,8.64,5.27,6.06,6.57,7.77,6.63,7.09,5.71,5.62,2.72,UI/UX Designer,Information Technology
9.21,9,6.39,4.7,5.1,5.88,5.02,7.27,6.78,6.52,2.03,UI/UX Designer,Information Technology
8.83,8.14,5.81,6.9,6.11,7.98,6.83,5.96,5.93,7.49,2.39,UI/UX Designer,Information Technology
8.07,8.94,5.86,5.2,4.79,7.85,4.79,6.32,6.74,7.13,3.14,UI/UX Designer,Information Technology
8.95,8.68,6.44,6.12,5.85,7.63,6.54,6.79,6.8,6.73,2.21,UI/UX Designer,Information Technology
9.43,8.88,6.38,7.14,6.77,5.61,5.45,5.02,5.8,6.11,2.8,UI/UX Designer,Information Technology
8.9,8.25,6.98,6.45,5.54,6.41,6.69,6.01,5.62,6.75,2.32,UI/UX Designer,Information Technology
9.23,9.11,5.26,6.1,6.49,6.29,6.67,5.7,7.06,6.55,2.02,UI/UX Designer,Information Technology
9.33,9.29,5.21,5.47,6.89,6.58,6.51,4.94,6.42,6.35,2.36,UI/UX Designer,Information Technology
8.34,8.33,6.45,5.5,7.28,5.76,6.48,5.6,5.62,5.76,3.46,UI/UX Designer,Information Technology
8.32,8.14,6.16,6.51,5.2,8.31,5.26,4.7,7.49,7.27,3.2,UI/UX Designer,Information Technology
8.92,8.04,5.55,7.48,5.7,7.16,4.7,4.58,5.62,6.4,3.44,UI/UX Designer,Information Technology
8.78,4.23,7.67,7.45,6.45,6.51,7.56,7.06,7.62,5.84,3.99,Video Game Tester,Information Technology
8.98,4.43,7.87,7.65,6.65,6.71,7.76,7.26,7.82,6.04,3.48,Video Game Tester,Information Technology
8.78,4.23,7.67,7.45,6.45,4.33,5.92,0.24,5.66,5.88,2.9,Video Game Tester,Information Technology
8.98,4.43,7.87,7.65,6.65,4.47,6.06,0.22,5.82,6.02,3.24,Video Game Tester,Information Technology
9.79,5.24,8.68,8.46,7.46,5.03,6.63,0.14,6.47,6.59,2.22,Video Game Tester,Information Technology
9.4,5.44,8.88,8.66,7.66,5,6.48,0.12,6.33,6.43,2.71,Video Game Tester,Information Technology
8.15,4.69,8.03,7.92,6.66,6.27,6.59,6.9,6.74,6.96,3.26,Video Game Tester,Information Technology
8.73,4.96,7.94,8.16,6.92,6.82,6.9,5.09,6.21,6.77,2.58,Video Game Tester,Information Technology
8.23,4.99,8.02,7.97,7.41,7.48,5.4,6.86,7.09,6.97,2.86,Video Game Tester,Information Technology
8.49,5.34,8.66,7.8,6.36,7.41,6.15,5.51,5.69,6.29,2.88,Video Game Tester,Information Technology
8.56,4.1,7.76,8.2,7.33,6.2,6.82,5.82,6.78,5.82,2.5,Video Game Tester,Information Technology
9.18,5.11,8.65,7.9,7.22,6.32,6,7.19,6.62,5.55,3.25,Video Game Tester,Information Technology
9.34,4.77,7.9,7.87,7.29,6.76,7,7.49,6.62,6.5,2.41,Video Game Tester,Information Technology
9.43,5.02,7.53,8.12,7.27,7.26,5.51,5.92,6.71,6.84,2.78,Video Game Tester,Information Technology
9.18,4.06,7.62,8.22,7.38,7.1,6.39,6.12,6.85,7.5,2.45,Video Game Tester,Information Technology
8.47,4.13,8.95,7.98,6.38,6.81,6.83,6.81,7.11,7.33,3.41,Video Game Tester,Information Technology
9.03,5.07,7.94,7.19,7.13,6.89,6.54,7.22,6.04,6.61,2.39,Video Game Tester,Information Technology
8.66,4.11,8.65,7.51,6.69,6.76,5.47,6.48,7.15,6.05,2.64,Video Game Tester,Information Technology
8.38,4.11,8.44,8.39,7.26,6.45,5.89,5.98,6.5,6.59,3.31,Video Game Tester,Information Technology
9.26,4.02,8.07,7.34,7.09,6.85,6.96,6.03,5.65,6.96,3.26,Video Game Tester,Information Technology
8.67,7.78,5.67,4.23,6.45,8.23,4.95,6.06,7.56,6.01,2.37,Web Developer,Information Technology
9.23,8.23,5.67,4.23,6.45,8.73,4.95,6.06,7.84,6.23,2.22,Web Developer,Information Technology
9.03,8.03,5.47,4.03,6.25,8.53,4.75,5.86,7.64,6.03,2.42,Web Developer,Information Technology
8.67,7.78,5.67,4.23,6.45,5.71,5.47,1.18,6.67,5.18,2.2,Web Developer,Information Technology
9.23,8.23,5.67,4.23,6.45,6.06,5.75,1.36,7.08,5.46,2.32,Web Developer,Information Technology
9.03,8.03,5.47,4.03,6.25,5.92,5.61,1.34,6.92,5.32,2.98,Web Developer,Information Technology
9.68,8.79,6.68,5.24,7.46,6.42,6.18,1.28,7.48,5.89,2.1,Web Developer,Information Technology
9.45,9.24,6.68,5.24,7.46,6.53,6.06,1.46,7.5,5.77,2.43,Web Developer,Information Technology
9.67,9.04,6.48,5.04,7.26,6.52,6.13,1.44,7.55,5.84,2.22,Web Developer,Information Technology
8.12,9.02,5.65,6.67,7.18,6.75,5.79,6.67,7.14,7.46,3.41,Web Developer,Information Technology
9.09,8.4,6.83,4.7,6.3,6.16,7.14,6.59,6.42,6.77,3.31,Web Developer,Information Technology
8.74,9.05,7.45,6.62,6.39,6.99,7.27,5.41,6.22,5.75,3.15,Web Developer,Information Technology
8.66,7.63,5.64,6.13,6.25,7.23,5.69,7.2,6.49,6.85,3.18,Web Developer,Information Technology
9.09,8.48,6.64,4.75,6.5,6.57,7.46,6.07,7.16,6.15,3,Web Developer,Information Technology
8.24,7.63,6.41,5.95,6.78,7.45,5.51,5.03,5.85,5.64,3.36,Web Developer,Information Technology
8.92,9.31,6.16,5,6.31,6.31,5.46,6.4,6.92,5.85,3.01,Web Developer,Information Technology
8.2,7.78,7.43,7.34,7.32,6.78,7.23,6.32,7.15,7.21,2.84,Web Developer,Information Technology
8.99,8.32,5.87,6.51,7.31,7.19,5.38,7.23,5.98,7.17,2.67,Web Developer,Information Technology
9.43,8.19,5.29,5.89,6.36,6.87,6.1,5.2,5.78,6.06,2.69,Web Developer,Information Technology
8.1,9.3,5.38,5.74,6.68,6.95,6.54,6.83,6.2,6.79,3.3,Web Developer,Information Technology
7.23,7.67,4.23,5.45,4.89,9.23,8.67,6.45,8.12,5.67,3.78,Aerospace Engineer,Physics/Engineering
7.18,7.58,3.95,5.08,4.53,9.65,8.69,6.78,8.69,5.51,3.33,Aerospace Engineer,Physics/Engineering
7.67,8.09,4.79,5.76,5.45,9.3,8.88,6.32,8.11,5.82,3.09,Aerospace Engineer,Physics/Engineering
7.18,7.41,4.21,5.67,5.43,9.41,8.53,6.58,8.04,5.92,3.66,Aerospace Engineer,Physics/Engineering
7.52,8.27,4.94,5.99,5.32,9,8.66,6.76,7.92,5.91,3.54,Aerospace Engineer,Physics/Engineering
7.75,8.43,4.76,6.2,5.48,9.09,9.11,6.18,8.12,5.41,3.47,Aerospace Engineer,Physics/Engineering
7.55,8.03,4.63,5.48,4.93,9.11,8.89,6.61,8.46,5.72,3.53,Aerospace Engineer,Physics/Engineering
7.38,7.98,4.42,5.58,4.56,9.25,8.82,6.38,8.24,5.82,4,Aerospace Engineer,Physics/Engineering
8.2,8.65,5.2,6.2,5.8,9.07,8.41,6.23,7.66,6.15,3.7,Aerospace Engineer,Physics/Engineering
7.25,7.86,4.41,5.57,5.06,9.04,8.69,6.64,8.41,5.31,3.48,Aerospace Engineer,Physics/Engineering
7.24,7.75,4.71,5.74,5.01,8.91,8.74,6.15,7.88,5.32,3.91,Aerospace Engineer,Physics/Engineering
7.09,7.78,4.35,5.24,4.76,9.09,8.52,6.1,8.06,5.59,3.52,Aerospace Engineer,Physics/Engineering
7.09,7.42,4.03,5.48,4.89,9.35,8.94,6.94,8.26,5.68,3.98,Aerospace Engineer,Physics/Engineering
6.92,7.82,4.3,5.89,5.12,9.47,8.83,6.52,7.98,5.8,3.51,Aerospace Engineer,Physics/Engineering
7.62,7.91,4.3,6.01,5.13,9.23,8.43,6.83,8.04,6.25,3.09,Aerospace Engineer,Physics/Engineering
7.1,7.48,4.18,5.51,4.66,8.76,8.54,6.72,8.46,5.7,3.74,Aerospace Engineer,Physics/Engineering
7.19,7.34,4.4,5.44,4.8,9.27,8.9,6.67,8.12,5.88,3.45,Aerospace Engineer,Physics/Engineering
6.96,7.46,4.18,5.57,5.06,9.38,8.28,6.57,8.7,5.54,3.72,Aerospace Engineer,Physics/Engineering
7.91,8.16,4.34,6.2,5.49,9.4,8.38,6.14,8.26,5.99,3.37,Aerospace Engineer,Physics/Engineering
